jeux,date,affluence
Paralympiques,2024-09-02T10:00:00Z,125433
Paralympiques,2024-09-02T11:00:00Z,137433
Paralympiques,2024-09-02T12:00:00Z,179611
Paralympiques,2024-09-02T13:00:00Z,176573
Paralympiques,2024-09-02T14:00:00Z,114290
Paralympiques,2024-09-02T15:00:00Z,90290
Paralympiques,2024-09-02T16:00:00Z,64224
Paralympiques,2024-09-02T17:00:00Z,87274
Paralympiques,2024-09-02T18:00:00Z,111430
Paralympiques,2024-09-02T19:00:00Z,197873
Paralympiques,2024-09-02T20:00:00Z,197911
Paralympiques,2024-09-02T21:00:00Z,175149
Paralympiques,2024-09-02T22:00:00Z,111793
Paralympiques,2024-09-02T23:00:00Z,15000
Paralympiques,2024-09-03T00:00:00Z,0
Paralympiques,2024-09-03T01:00:00Z,0
Paralympiques,2024-09-03T02:00:00Z,0
Paralympiques,2024-09-03T03:00:00Z,0
Paralympiques,2024-09-03T04:00:00Z,0
Paralympiques,2024-09-03T05:00:00Z,0
Paralympiques,2024-09-03T06:00:00Z,0
Paralympiques,2024-09-03T07:00:00Z,0
Paralympiques,2024-09-03T08:00:00Z,0
Paralympiques,2024-09-03T09:00:00Z,15800
Paralympiques,2024-09-03T10:00:00Z,125383
Paralympiques,2024-09-03T11:00:00Z,134383
Paralympiques,2024-09-03T12:00:00Z,168205
Paralympiques,2024-09-03T13:00:00Z,158367
Paralympiques,2024-09-03T14:00:00Z,104084
Paralympiques,2024-09-03T15:00:00Z,75084
Paralympiques,2024-09-03T16:00:00Z,56224
Paralympiques,2024-09-03T17:00:00Z,80424
Paralympiques,2024-09-03T18:00:00Z,92724
Paralympiques,2024-09-03T19:00:00Z,167705
Paralympiques,2024-09-03T20:00:00Z,159743
Paralympiques,2024-09-03T21:00:00Z,159743
Paralympiques,2024-09-03T22:00:00Z,104943
Paralympiques,2024-09-03T23:00:00Z,15000
Paralympiques,2024-09-04T00:00:00Z,NA
Paralympiques,2024-09-04T01:00:00Z,NA
Paralympiques,2024-09-04T02:00:00Z,NA
Paralympiques,2024-09-04T03:00:00Z,NA
Paralympiques,2024-09-04T04:00:00Z,NA
Paralympiques,2024-09-04T05:00:00Z,NA
Paralympiques,2024-09-04T06:00:00Z,NA
Paralympiques,2024-09-04T07:00:00Z,NA
Paralympiques,2024-09-04T08:00:00Z,NA
Paralympiques,2024-09-04T09:00:00Z,NA
Paralympiques,2024-09-04T10:00:00Z,NA
Paralympiques,2024-09-04T11:00:00Z,NA
Paralympiques,2024-09-04T12:00:00Z,NA
Paralympiques,2024-09-04T13:00:00Z,NA
Paralympiques,2024-09-04T14:00:00Z,NA
Paralympiques,2024-09-04T15:00:00Z,NA
Paralympiques,2024-09-04T16:00:00Z,NA
Paralympiques,2024-09-04T17:00:00Z,NA
Paralympiques,2024-09-04T18:00:00Z,NA
Paralympiques,2024-09-04T19:00:00Z,NA
Paralympiques,2024-09-04T20:00:00Z,NA
Paralympiques,2024-09-04T21:00:00Z,NA
Paralympiques,2024-09-04T22:00:00Z,NA
Paralympiques,2024-09-04T23:00:00Z,NA
Paralympiques,2024-09-05T00:00:00Z,NA
Paralympiques,2024-09-05T01:00:00Z,NA
Paralympiques,2024-09-05T02:00:00Z,NA
Paralympiques,2024-09-05T03:00:00Z,NA
Paralympiques,2024-09-05T04:00:00Z,NA
Paralympiques,2024-09-05T05:00:00Z,NA
Paralympiques,2024-09-05T06:00:00Z,NA
Paralympiques,2024-09-05T07:00:00Z,NA
Paralympiques,2024-09-05T08:00:00Z,NA
Paralympiques,2024-09-05T09:00:00Z,NA
Paralympiques,2024-09-05T10:00:00Z,NA
Paralympiques,2024-09-05T11:00:00Z,NA
Paralympiques,2024-09-05T12:00:00Z,NA
Paralympiques,2024-09-05T13:00:00Z,NA
Paralympiques,2024-09-05T14:00:00Z,NA
Paralympiques,2024-09-05T15:00:00Z,NA
Paralympiques,2024-09-05T16:00:00Z,NA
Paralympiques,2024-09-05T17:00:00Z,NA
Paralympiques,2024-09-05T18:00:00Z,NA
Paralympiques,2024-09-05T19:00:00Z,NA
Paralympiques,2024-09-05T20:00:00Z,NA
Paralympiques,2024-09-05T21:00:00Z,NA
Paralympiques,2024-09-05T22:00:00Z,NA
Paralympiques,2024-09-05T23:00:00Z,NA
Paralympiques,2024-09-06T00:00:00Z,NA
Paralympiques,2024-09-06T01:00:00Z,NA
Paralympiques,2024-09-06T02:00:00Z,NA
Paralympiques,2024-09-06T03:00:00Z,NA
Paralympiques,2024-09-06T04:00:00Z,NA
Paralympiques,2024-09-06T05:00:00Z,NA
Paralympiques,2024-09-06T06:00:00Z,NA
Paralympiques,2024-09-06T07:00:00Z,NA
Paralympiques,2024-09-06T08:00:00Z,NA
Paralympiques,2024-09-06T09:00:00Z,NA
Paralympiques,2024-09-06T10:00:00Z,NA
Paralympiques,2024-09-06T11:00:00Z,NA
Paralympiques,2024-09-06T12:00:00Z,NA
Paralympiques,2024-09-06T13:00:00Z,NA
Paralympiques,2024-09-06T14:00:00Z,NA
Paralympiques,2024-09-06T15:00:00Z,NA
Paralympiques,2024-09-06T16:00:00Z,NA
Paralympiques,2024-09-06T17:00:00Z,NA
Paralympiques,2024-09-06T18:00:00Z,NA
Paralympiques,2024-09-06T19:00:00Z,NA
Paralympiques,2024-09-06T20:00:00Z,NA
Paralympiques,2024-09-06T21:00:00Z,NA
Paralympiques,2024-09-06T22:00:00Z,NA
Paralympiques,2024-09-06T23:00:00Z,NA
Paralympiques,2024-09-07T00:00:00Z,NA
Paralympiques,2024-09-07T01:00:00Z,NA
Paralympiques,2024-09-07T02:00:00Z,NA
Paralympiques,2024-09-07T03:00:00Z,NA
Paralympiques,2024-09-07T04:00:00Z,NA
Paralympiques,2024-09-07T05:00:00Z,NA
Paralympiques,2024-09-07T06:00:00Z,NA
Paralympiques,2024-09-07T07:00:00Z,NA
Paralympiques,2024-09-07T08:00:00Z,NA
Paralympiques,2024-09-07T09:00:00Z,NA
Paralympiques,2024-09-07T10:00:00Z,NA
Paralympiques,2024-09-07T11:00:00Z,NA
Paralympiques,2024-09-07T12:00:00Z,NA
Paralympiques,2024-09-07T13:00:00Z,NA
Paralympiques,2024-09-07T14:00:00Z,NA
Paralympiques,2024-09-07T15:00:00Z,NA
Paralympiques,2024-09-07T16:00:00Z,NA
Paralympiques,2024-09-07T17:00:00Z,NA
Paralympiques,2024-09-07T18:00:00Z,NA
Paralympiques,2024-09-07T19:00:00Z,NA
Paralympiques,2024-09-07T20:00:00Z,NA
Paralympiques,2024-09-07T21:00:00Z,NA
Paralympiques,2024-09-07T22:00:00Z,NA
Paralympiques,2024-09-07T23:00:00Z,NA
Paralympiques,2024-09-08T00:00:00Z,0
Paralympiques,2024-09-08T01:00:00Z,0
Paralympiques,2024-09-08T02:00:00Z,0
Paralympiques,2024-09-08T03:00:00Z,0
Paralympiques,2024-09-08T04:00:00Z,0
Paralympiques,2024-09-08T05:00:00Z,0
Paralympiques,2024-09-08T06:00:00Z,0
Paralympiques,2024-09-08T07:00:00Z,0
Paralympiques,2024-09-08T08:00:00Z,8000
Paralympiques,2024-09-08T09:00:00Z,14850
Paralympiques,2024-09-08T10:00:00Z,38850
Paralympiques,2024-09-08T11:00:00Z,53850
Paralympiques,2024-09-08T12:00:00Z,53850
Paralympiques,2024-09-08T13:00:00Z,32000
Paralympiques,2024-09-08T14:00:00Z,21850
Paralympiques,2024-09-08T15:00:00Z,21850
Paralympiques,2024-09-08T16:00:00Z,21850
Paralympiques,2024-09-08T17:00:00Z,6850
Paralympiques,2024-09-08T18:00:00Z,0
Paralympiques,2024-09-08T19:00:00Z,0
Paralympiques,2024-09-08T20:00:00Z,77083
Paralympiques,2024-09-08T21:00:00Z,77083
Paralympiques,2024-09-08T22:00:00Z,77083
Paralympiques,2024-09-08T23:00:00Z,77083
